Probe Set ID,CG Name,Gene Name,FBgn Number,GO
142163_s_at,CG18474,alpha-Man-II,FBgn0037691,0005975 // carbohydrate metabolic process // inferred from electronic annotation /// 0006013 // mannose metabolic process // inferred from electronic annotation /// 0006486 // protein amino acid glycosylation // inferred from sequence or structural similarity /// 0006487 // protein amino acid N-linked glycosylation // non-traceable author statement /// 0008152 // metabolic process // inferred from electronic annotation
142164_at,CG11601,CG11601,FBgn0031244,---
142168_at,CG12378,CG12378,FBgn0038748,---
142173_s_at,CG16804,CG16804,FBgn0033758,0008152 // metabolic process // inferred from electronic annotation /// 0008299 // isoprenoid biosynthetic process // inferred from electronic annotation /// 0016310 // phosphorylation // inferred from sequence or structural similarity /// 0016310 // phosphorylation // inferred from electronic annotation
142187_at,CG10151,CG10151,FBgn0033960,---
142200_at,CG13878,CG13878,FBgn0035115,---
142206_s_at,CG14527,CG14527,FBgn0039613,0006508 // proteolysis // inferred from electronic annotation
142214_at,CG12993,CG12993,FBgn0030840,---
142216_at,CG2829,CG2829,FBgn0028489,0006468 // protein amino acid phosphorylation // inferred from electronic annotation
142219_at,CG8196,Ance-4,FBgn0033366,0006508 // proteolysis // inferred from electronic annotation
142228_at,CG11342,CG11342,FBgn0035537,---
142231_at,CG13138,CG13138,FBgn0032211,---
142236_at,CG11786,CG11786,FBgn0039264,---
142237_at,CG11790,CG11790,FBgn0039265,---
142238_at,CG11577,CG11577,FBgn0036847,---
142239_at,CG10424,CG10424,FBgn0036848,---
142240_at,CG18355,Btk29A,FBgn0032011,0006468 // protein amino acid phosphorylation // inferred from sequence or structural similarity /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0007242 // intracellular signaling cascade // inferred from electronic annotation /// 0007254 // JNK cascade // traceable author statement /// 0007300 // ovarian nurse cell to oocyte transport // inferred from mutant phenotype /// 0007301 // ovarian ring canal formation // inferred from expression pattern /// 0007301 // ovarian ring canal formation // inferred from mutant phenotype /// 0007301 // ovarian ring canal formation // inferred from direct assay /// 0007349 // cellularization // inferred from mutant phenotype /// 0007391 // dorsal closure // traceable author statement /// 0007424 // open tracheal system development // inferred from mutant phenotype /// 0007435 // salivary gland morphogenesis // inferred from mutant phenotype /// 0007485 // imaginal disc-derived male genitalia development // inferred from direct assay /// 0007485 // imaginal disc-derived male genitalia development // inferred from mutant phenotype /// 0007619 // courtship behavior // non-traceable author statement /// 0007620 // copulation // non-traceable author statement /// 0008258 // head involution // inferred from mutant phenotype /// 0008340 // determination of adult life span // inferred from mutant phenotype /// 0030036 // actin cytoskeleton organization and biogenesis // inferred from mutant phenotype /// 0030717 // karyosome formation // inferred from mutant phenotype /// 0030723 // ovarian fusome organization and biogenesis // inferred from mutant phenotype /// 0030833 // regulation of actin filament polymerization // inferred from mutant phenotype /// 0042023 // DNA endoreduplication // inferred from mutant phenotype /// 0048477 // oogenesis // inferred from mutant phenotype
142242_at,CG11419,CG11419,FBgn0034231,0000090 // mitotic anaphase // non-traceable author statement /// 0007049 // cell cycle // inferred from electronic annotation /// 0007067 // mitosis // inferred from electronic annotation /// 0030071 // regulation of mitotic metaphase/anaphase transition // inferred from electronic annotation /// 0051301 // cell division // inferred from electronic annotation
142253_at,CG10560,CG10560,FBgn0039325,---
142254_at,CG10562,CG10562,FBgn0039326,---
142257_at,CG10863,CG10863,FBgn0027552,0055114 // oxidation reduction // inferred from electronic annotation
142258_at,CG12766,CG12766,FBgn0035476,0055114 // oxidation reduction // inferred from electronic annotation
142259_at,CG9151,acj6,FBgn0000028,"0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0007411 // axon guidance // inferred from mutant phenotype /// 0007608 // sensory perception of smell // inferred from electronic annotation /// 0007636 // chemosensory jump behavior // inferred from mutant phenotype /// 0008039 // synaptic target recognition // inferred from mutant phenotype /// 0008152 // metabolic process // inferred from electronic annotation /// 0042221 // response to chemical stimulus // inferred from mutant phenotype /// 0044237 // cellular metabolic process // inferred from electronic annotation /// 0045449 // regulation of transcription // inferred from electronic annotation /// 0048813 // dendrite morphogenesis // inferred from mutant phenotype /// 0048813 // dendrite morphogenesis // traceable author statement /// 0050896 // response to stimulus // inferred from electronic annotation"
142279_at,CG17632,bw,FBgn0000241,0006726 // eye pigment biosynthetic process // non-traceable author statement /// 0006727 // ommochrome biosynthetic process // inferred from mutant phenotype /// 0006728 // pteridine biosynthetic process // non-traceable author statement /// 0006810 // transport // inferred from electronic annotation /// 0006856 // eye pigment precursor transport // traceable author statement
142281_at,CG10188,CG10188,FBgn0032796,0035023 // regulation of Rho protein signal transduction // inferred from electronic annotation
142282_at,CG10186,CG10186,FBgn0032797,0006810 // transport // inferred from electronic annotation
142298_at,CG12214,CG12214,FBgn0033495,---
142301_s_at,CG11711,CG11711,FBgn0036172,0000902 // cell morphogenesis // inferred from mutant phenotype /// 0007611 // learning or memory // inferred from mutant phenotype /// 0008355 // olfactory learning // inferred from mutant phenotype
142310_at,CG1112,alpha-Est7,FBgn0015575,---
142315_at,CG13022,CG13022,FBgn0036679,---
142317_at,CG10298,CG10298,FBgn0037432,---
142320_at,CG1386,antdh,FBgn0026268,0008152 // metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
142321_at,CG1394,CG1394,FBgn0030277,---
142322_at,CG18469,CG18469,FBgn0034206,---
142323_at,CG12699,CG12699,FBgn0034207,---
142327_at,CG10859,CG10859,FBgn0032520,0007018 // microtubule-based movement // inferred from sequence or structural similarity
142333_at,CG4207,bonsai,FBgn0034749,0006412 // translation // inferred from sequence or structural similarity /// 0006412 // translation // inferred from electronic annotation /// 0040008 // regulation of growth // inferred from mutant phenotype
142345_at,CG18296,axo,FBgn0026729,0007165 // signal transduction // inferred from electronic annotation /// 0008038 // neuron recognition // inferred from sequence or structural similarity /// 0019226 // transmission of nerve impulse // inferred from mutant phenotype
142356_at,CG11064,CG11064,FBgn0016724,0006810 // transport // inferred from electronic annotation /// 0006836 // neurotransmitter transport // inferred from electronic annotation /// 0006869 // lipid transport // inferred from electronic annotation /// 0007224 // smoothened signaling pathway // inferred from mutant phenotype /// 0016055 // Wnt receptor signaling pathway // inferred from electronic annotation /// 0016055 // Wnt receptor signaling pathway // inferred from mutant phenotype
142372_at,CG10209,CG10209,FBgn0033971,---
142377_at,CG14299,CG14299,FBgn0038651,---
142381_at,CG12404,CG12404,FBgn0032465,---
142394_at,CG1090,CG1090,FBgn0037238,0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006813 // potassium ion transport // inferred from electronic annotation /// 0006814 // sodium ion transport // inferred from sequence or structural similarity /// 0006814 // sodium ion transport // inferred from electronic annotation /// 0006816 // calcium ion transport // inferred from sequence or structural similarity /// 0006816 // calcium ion transport // inferred from electronic annotation
142396_at,CG14433,CG14433,FBgn0029918,---
142398_at,CG13200,CG13200,FBgn0033630,---
142413_at,CG11314,CG11314,FBgn0039800,0007498 // mesoderm development // inferred from expression pattern
142414_at,CG11315,CG11315,FBgn0039801,---
142416_at,CG3814,CG3814,FBgn0033779,0006464 // protein modification process // inferred from electronic annotation
142419_at,CG12057,CG12057,FBgn0030098,---
142420_at,CG12056,CG12056,FBgn0030099,---
142429_at,CG14089,CG14089,FBgn0036861,0006817 // phosphate transport // inferred from electronic annotation
142435_at,CG11848,CG11848,FBgn0039282,---
142438_at,CG13899,CG13899,FBgn0040690,---
142440_at,CG14313,CG14313,FBgn0038579,---
142443_at,CG10777,CG10777,FBgn0029979,---
142444_at,CG10778,CG10778,FBgn0029980,"0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0008152 // metabolic process // inferred from electronic annotation"
142446_at,CG13344,CG13344,FBgn0033884,---
142451_at,CG8037,CG8037,FBgn0036914,---
142452_at,CG16901,CG16901,FBgn0040556,---
